Device Type,GENEActiv           ,,,,,,,,,,
2021-11-01 01:44:31-10:00,0.391,0.0071,-0.8404,0,0,31.9,114.12,0.0096,0.0052,0.0084,0
2021-11-01 01:45:31-10:00,0.4001,0.1475,0.9445,0,0,32.6,156.54,0.0047,0.0073,0.0083,1
2021-11-01 01:46:31-10:00,0.3607,0.5977,-0.5792,184,0,31.4,139.67,0.4114,0.2429,0.5355,197
2021-11-01 01:47:31-10:00,0.3829,0.4587,-0.5584,0,0,33.3,93.82,0.0096,0.0072,0.0084,0
2021-11-01 01:48:31-10:00,-0.492,0.1804,-0.0412,0,0,28.4,799.46,0.3574,0.2621,0.1959,0
2021-11-01 01:49:31-10:00,-0.4326,0.4567,-0.3276,0,0,30.4,168.04,0.5823,0.1918,0.3315,383
2021-11-01 01:50:31-10:00,-0.9501,0.1409,0.3022,0,0,24,585.72,0.2524,0.315,0.2917,0
2021-11-01 01:51:31-10:00,0.7237,-0.0508,0.7473,0,0,19,144.41,0.0079,0.0052,0.0089,2
2021-11-01 01:52:31-10:00,-0.7415,-0.4865,0.9108,0,0,34.9,36.38,0.0083,0.0052,0.0086,0
2021-11-01 01:53:31-10:00,-0.7458,0.8895,0.0665,0,0,36.5,246.78,0.2074,0.3461,0.2205,5
2021-11-01 01:54:31-10:00,0.7953,0.4652,0.4387,0,0,27.6,200.06,0.384,0.1973,0.2931,1
2021-11-01 01:55:31-10:00,-0.278,-0.0832,-0.6026,0,0,29.5,39.29,0.0045,0.0072,0.0089,2
2021-11-01 01:56:31-10:00,-0.5842,-0.276,0.2897,0,0,27.6,616.25,0.4147,0.0599,0.3711,1
2021-11-01 01:57:31-10:00,-0.3704,0.3055,-0.1932,0,0,29.5,1317.42,0.2981,0.4757,0.3163,4
2021-11-01 01:58:31-10:00,-0.7652,0.1906,-0.1203,0,0,30.4,240.34,0.4146,0.6051,0.5112,7
2021-11-01 01:59:31-10:00,0.7242,0.0323,0.9044,0,0,32.7,44.51,0.0045,0.0052,0.0085,4
2021-11-01 02:00:31-10:00,0.5533,0.5508,0.1328,0,0,33.4,162.94,0.008,0.0088,0.0082,3
2021-11-01 02:01:31-10:00,-0.5362,0.3782,-0.788,0,0,32.3,128.61,0.0045,0.0052,0.0082,5
2021-11-01 02:02:31-10:00,-0.2531,0.5031,-0.9315,0,0,34.8,184.72,0.0184,0.0052,0.039,0
2021-11-01 02:03:31-10:00,0.7812,-0.7097,0.8787,0,0,34.4,28.9,0.0045,0.0093,0.0085,0
2021-11-01 02:04:31-10:00,0.9162,0.5974,-0.7451,0,0,32.4,71.04,0.1295,0.3756,0.0533,0
2021-11-01 02:05:31-10:00,-0.4251,0.3695,-0.8418,0,0,35.2,37.94,0.0047,0.0052,0.0088,1
2021-11-01 02:06:31-10:00,-0.452,0.4372,0.1226,39,0,31.1,163.6,0.5555,0.377,0.4472,33
2021-11-01 02:07:31-10:00,-0.5473,0.4713,-0.7817,0,0,25.8,222.41,0.2942,0.5987,0.3568,2
2021-11-01 02:08:31-10:00,-0.2081,-0.2706,-0.7941,11,0,34.4,213.06,0.3831,0.0506,0.082,3
2021-11-01 02:09:31-10:00,0.5506,-0.6312,-0.7128,0,0,34.1,139.14,0.0106,0.0052,0.0085,1
2021-11-01 02:10:31-10:00,-0.1557,0.8661,-0.7766,15,0,30.1,154.41,0.4267,0.0476,0.1239,50
2021-11-01 02:11:31-10:00,-0.5138,-0.0783,0.3047,0,0,27.4,620.99,0.3816,0.2999,0.1638,4
2021-11-01 02:12:31-10:00,0.6989,-0.0111,0.8024,0,0,19.8,155.99,0.0049,0.0052,0.0088,0
2021-11-01 02:13:31-10:00,-0.2925,-0.2225,0.3887,0,0,30.5,246.76,0.3187,0.6185,0.4216,0
2021-11-01 02:14:31-10:00,-0.3269,0.1983,0.2708,0,0,27.7,552.24,0.1232,0.1431,0.3921,2
2021-11-01 02:15:31-10:00,-0.2358,0.3904,0.45,0,0,33.4,194.88,0.0082,0.0071,0.0094,0
2021-11-01 02:16:31-10:00,0.7351,-0.0407,0.7553,0,0,17.5,133.77,0.0045,0.0052,0.0085,3
2021-11-01 02:17:31-10:00,-0.2013,0.6905,0.2063,0,0,28.2,903.36,0.2553,0.3899,0.3736,8
2021-11-01 02:18:31-10:00,-0.5857,-0.2948,-0.0225,0,0,28.7,530.09,0.2437,0.622,0.4375,0
2021-11-01 02:19:31-10:00,0.5135,-0.314,0.5291,0,0,28.3,206.54,0.3809,0.5596,0.1638,0
2021-11-01 02:20:31-10:00,-0.272,0.2503,0.353,0,0,28.9,233.09,0.0046,0.0105,0.2396,8
2021-11-01 02:21:31-10:00,-0.7146,0.4433,-0.0889,0,0,28.3,176.3,0.2623,0.3324,0.3148,6
2021-11-01 02:22:31-10:00,0.4951,0.5527,-0.5555,0,0,34,123.13,0.0065,0.0052,0.0082,0
2021-11-01 02:23:31-10:00,-0.2423,0.7586,0.0255,33,0,31.5,153.55,0.4135,0.1739,0.3005,5837
2021-11-01 02:24:31-10:00,-0.3062,0.9341,0.213,0,0,34.8,127.25,0.0662,0.0317,0.1536,1
2021-11-01 02:25:31-10:00,-0.146,0.654,-0.3964,62,0,28.9,227.16,0.32,0.4453,0.2896,78
2021-11-01 02:26:31-10:00,0.7364,0.2398,-0.147,0,0,30.1,476.64,0.4409,0.2507,0.4531,322
2021-11-01 02:27:31-10:00,0.1752,-0.2615,-0.6541,0,0,31.9,52.95,0.0122,0.0052,0.008,2
2021-11-01 02:28:31-10:00,0.6256,-0.0315,-0.7476,0,0,31.3,112.51,0.0045,0.0052,0.0088,2
2021-11-01 02:29:31-10:00,0.8602,0.4722,-0.3718,0,0,28.3,595.96,0.2333,0.3427,0.1785,4
2021-11-01 02:30:31-10:00,0.2352,0.8813,-0.5752,21,0,31.3,156.4,0.0119,0.0299,0.052,389
2021-11-01 02:31:31-10:00,-0.0518,0.849,-0.7067,0,0,33.9,276.64,0.307,0.2124,0.1485,6
2021-11-01 02:32:31-10:00,-0.5995,-0.0219,-0.7303,0,0,16.5,110.35,0.0045,0.0052,0.009,4
2021-11-01 02:33:31-10:00,0.2263,0.9264,-0.449,52,0,29.5,185,0.3744,0.0727,0.2894,1040
2021-11-01 02:34:31-10:00,-0.5424,0.2617,0.0874,0,0,29.5,157.96,0.4753,0.3318,0.3651,69
2021-11-01 02:35:31-10:00,-0.6203,0.3272,0.4203,0,0,28.5,773.4,0.3198,0.7319,0.4277,5
2021-11-01 02:36:31-10:00,-0.7772,0.2779,-0.4188,0,0,29.1,853.23,0.0402,0.6614,0.3551,7
2021-11-01 02:37:31-10:00,0.4658,0.3211,-0.7856,25,0,27.3,188.72,0.034,0.2185,0.2133,147
2021-11-01 02:38:31-10:00,-0.0895,0.8677,0.3064,98,0,30.7,193.95,0.3682,0.0353,0.4832,416
2021-11-01 02:39:31-10:00,-0.3333,0.4834,0.0332,0,0,29.1,930.15,0.3325,0.5721,0.4961,0
2021-11-01 02:40:31-10:00,0.8552,0.974,0.4956,37,0,34.9,200.33,0.3358,0.1749,0.299,25
2021-11-01 02:41:31-10:00,-0.6,0.0706,-0.1089,0,0,28.4,210.09,0.2249,0.5547,0.3848,9
2021-11-01 02:42:31-10:00,-0.7412,0.6136,0.6588,0,0,31.1,276.61,0.0045,0.0052,0.0082,1
2021-11-01 02:43:31-10:00,-0.4737,-0.2257,-0.3023,0,0,28.6,44.51,0.0056,0.0059,0.0083,1
2021-11-01 02:44:31-10:00,0.7227,-0.0387,0.7984,0,0,16.6,121,0.0045,0.0052,0.0074,9
2021-11-01 02:45:31-10:00,0.5127,-0.3732,-0.4509,42,0,30.9,183.39,0.16,0.1241,0.4586,65
2021-11-01 02:46:31-10:00,0.1115,0.3675,-0.0891,10,0,29.8,158.22,0.4886,0.211,0.3349,852
2021-11-01 02:47:31-10:00,-0.1189,-0.0897,-0.7145,0,0,34.1,168.33,0.3837,0.1542,0.061,5
2021-11-01 02:48:31-10:00,0.1721,0.2152,-0.0364,0,0,27.3,181.21,0.3108,0.2972,0.3984,4
2021-11-01 02:49:31-10:00,0.71,0.0019,0.759,0,0,16.8,147.86,0.0045,0.0052,0.015,5
2021-11-01 02:50:31-10:00,0.1234,0.082,0.754,0,0,33,134.21,0.0094,0.0052,0.0092,4
2021-11-01 02:51:31-10:00,-0.2374,0.6172,-0.7744,28,0,28.7,144.83,0.4203,0.2454,0.4147,56
2021-11-01 02:52:31-10:00,-0.7201,0.2131,0.2944,0,0,27.5,316.94,0.1624,0.4215,0.4267,2
2021-11-01 02:53:31-10:00,0.834,-0.2999,-0.8534,0,0,31.9,84.67,0.0064,0.0052,0.0186,0
2021-11-01 02:54:31-10:00,-0.4876,0.7994,0.7655,0,0,34,38.73,0.0045,0.0052,0.0079,6
2021-11-01 02:55:31-10:00,-0.4203,0.7238,-0.7226,0,0,30.1,111.91,0.0045,0.0052,0.0107,0
2021-11-01 02:56:31-10:00,-0.295,0.439,0.1722,13,0,28.2,251.7,0.3658,0.1945,0.2937,6
2021-11-01 02:57:31-10:00,0.6839,-0.4404,-0.6022,0,0,32.5,144.96,0.0065,0.0095,0.0081,0
2021-11-01 02:58:31-10:00,-0.6477,0.4891,0.0294,0,0,24.4,559.79,0.0953,0.5468,0.3219,3
2021-11-01 02:59:31-10:00,0.5633,0.4723,0.0728,23,0,27.8,157.1,0.1068,0.0626,0.101,138
2021-11-01 03:00:31-10:00,-0.6062,0.1484,-0.0431,0,0,26.9,743.54,0.1924,0.4411,0.3488,0
2021-11-01 03:01:31-10:00,0.0485,-0.2529,-0.8811,0,0,33.2,54.68,0.0113,0.0052,0.0087,0
2021-11-01 03:02:31-10:00,-0.7655,-0.6259,0.2874,0,0,28.9,193.57,0.0045,0.0052,0.0084,8
2021-11-01 03:03:31-10:00,-0.2284,0.633,-0.814,48,0,30.9,163.03,0.457,0.2847,0.3791,69
2021-11-01 03:04:31-10:00,0.7394,0.0022,0.7581,0,0,17.3,91.28,0.0045,0.0052,0.0081,5
2021-11-01 03:05:31-10:00,0.3209,0.2339,-0.1924,0,0,31,42.23,0.0507,0.0581,0.0083,0
2021-11-01 03:06:31-10:00,0.751,0.1781,-0.7328,0,0,35.1,120.89,0.0045,0.0052,0.0088,5
2021-11-01 03:07:31-10:00,0.4967,0.1653,-0.1043,54,0,31.3,161.54,0.3441,0.1221,0.4526,48
2021-11-01 03:08:31-10:00,-0.4769,-0.2815,-0.0544,0,0,27.4,230.63,0.1677,0.0966,0.2936,321
2021-11-01 03:09:31-10:00,-0.4451,0.5507,-0.3156,0,0,27.4,933.71,0.3343,0.5059,0.3498,0
2021-11-01 03:10:31-10:00,0.6878,-0.0942,0.253,0,0,31,156.57,0.3517,0.3292,0.1957,3
2021-11-01 03:11:31-10:00,0.8605,0.1292,-0.0494,0,0,23.6,757.93,0.1455,0.3443,0.5449,0
2021-11-01 03:12:31-10:00,0.8792,-0.032,0.6411,0,0,33.8,65.06,0.0045,0.0076,0.008,0
2021-11-01 03:13:31-10:00,-0.5627,0.3207,-0.8809,0,0,27.1,231.78,0.0439,0.3388,0.0759,3
2021-11-01 03:14:31-10:00,-0.1997,0.4302,-0.2856,0,0,27.9,168.66,0.0815,0.0405,0.1187,0
2021-11-01 03:15:31-10:00,-0.6156,-0.1456,0.0897,0,0,28.6,145.16,0.005,0.0052,0.0081,0
2021-11-01 03:16:31-10:00,0.6952,-0.0114,0.7455,0,0,17,112.64,0.0045,0.0052,0.008,12
