Device Type,GENEActiv           ,,,,,,,,,,
2022-01-11 01:48:31-10:00,0.1512,-0.5724,-0.6708,0,0,34.9,48.24,0.0085,0.0055,0.0087,4
2022-01-11 01:49:31-10:00,0.8591,0.5845,-0.8304,21,0,30.7,392.04,0.3468,0.3171,0.5619,50
2022-01-11 01:50:31-10:00,-0.7933,-0.1717,0.4999,0,0,28.2,750.3,0.2906,0.7252,0.4157,0
2022-01-11 01:51:31-10:00,0.6877,0.3356,0.2336,32,0,30.6,155.66,0.4752,0.1501,0.3534,57
2022-01-11 01:52:31-10:00,-0.0143,-0.027,-0.7636,0,0,18,116.72,0.0045,0.0052,0.0089,4
2022-01-11 01:53:31-10:00,-0.4881,0.5108,-0.1058,0,0,30.8,1155.42,0.5629,0.3567,0.3875,2
2022-01-11 01:54:31-10:00,0.3973,-0.1196,0.1818,0,0,34.3,209.4,0.0054,0.0063,0.2964,0
2022-01-11 01:55:31-10:00,-0.5915,0.4015,-0.02,0,0,28.2,356.04,0.295,0.4196,0.3478,49
2022-01-11 01:56:31-10:00,0.7977,-0.1393,-0.4545,0,0,28.5,156.33,0.413,0.2227,0.2528,45
2022-01-11 01:57:31-10:00,-0.744,-0.0128,0.3569,32,0,28.9,297.62,0.4611,0.3304,0.4841,2
2022-01-11 01:58:31-10:00,-0.3459,0.4578,-0.0389,21,0,28.9,446.8,0.3234,0.2372,0.2995,10
2022-01-11 01:59:31-10:00,0.9303,-0.568,1.0143,0,0,33.3,211.19,0.3861,0.0418,0.0318,5
2022-01-11 02:00:31-10:00,0.6228,-0.0554,-0.8387,0,0,33.3,36.42,0.0056,0.0052,0.0092,2
2022-01-11 02:01:31-10:00,-0.5575,0.4959,0.0661,44,0,24.2,180.8,0.3781,0.1017,0.348,307
2022-01-11 02:02:31-10:00,0.7045,-0.0277,0.0011,0,0,17.8,111.22,0.0045,0.0052,0.0082,7
2022-01-11 02:03:31-10:00,0.1493,-0.0487,-0.048,17,0,32.1,152.58,0.2462,0.1279,0.2473,3
2022-01-11 02:04:31-10:00,-0.5462,0.876,-0.6046,38,0,25.3,151.06,0.3465,0.0573,0.0163,125
2022-01-11 02:05:31-10:00,-0.2214,0.5695,-0.1163,0,0,27.5,184.75,0.0056,0.0052,0.0087,0
2022-01-11 02:06:31-10:00,-0.5926,0.7827,-0.3786,0,0,33.5,135.92,0.0045,0.0057,0.0479,7
2022-01-11 02:07:31-10:00,0.9133,0.2187,0.1951,0,0,29,868.83,0.5599,0.6566,0.352,1
2022-01-11 02:08:31-10:00,0.7104,-0.0414,-0.728,0,0,17.1,153.85,0.0066,0.0052,0.0087,0
2022-01-11 02:09:31-10:00,0.5015,0.284,0.0268,0,0,30.2,660.34,0.3268,0.2239,0.2504,0
2022-01-11 02:10:31-10:00,0.2573,0.9029,-0.8341,80,0,30.4,136.48,0.3496,0.2619,0.2021,219
2022-01-11 02:11:31-10:00,-0.7232,0.2398,0.1849,0,0,32.5,38.92,0.0045,0.0052,0.0083,3
2022-01-11 02:12:31-10:00,-0.6289,0.5341,0.1062,63,0,32.6,255.03,0.2262,0.306,0.4045,79
2022-01-11 02:13:31-10:00,0.8728,0.4446,-0.7682,10,0,32.2,178.93,0.1389,0.2053,0.4434,292
2022-01-11 02:14:31-10:00,0.0326,0.2927,-0.3646,0,0,28,271.05,0.378,0.0271,0.389,0
2022-01-11 02:15:31-10:00,-0.5213,0.0614,0.0873,0,0,28.7,319.71,0.1827,0.0592,0.0969,1
2022-01-11 02:16:31-10:00,0.7117,-0.0274,0.8007,0,0,17.5,142.98,0.0045,0.0052,0.0074,1
2022-01-11 02:17:31-10:00,0.7087,-0.0544,0.7526,0,0,16.4,125.45,0.0045,0.0052,0.0087,5
2022-01-11 02:18:31-10:00,0.2118,0.7743,-0.6374,30,0,33.1,153.59,0.0045,0.0052,0.0085,1
2022-01-11 02:19:31-10:00,-0.5452,0.0575,0.0967,0,0,28.8,610.12,0.5102,0.6016,0.2808,1
2022-01-11 02:20:31-10:00,-0.6535,-0.5462,-0.9003,0,0,27.6,47.73,0.0081,0.0052,0.2508,0
2022-01-11 02:21:31-10:00,-0.6931,0.3076,0.0743,0,0,34.5,62.52,0.0045,0.0052,0.0084,2
2022-01-11 02:22:31-10:00,0.8125,0.8563,0.352,0,0,27.7,206.03,0.3371,0.5121,0.233,2
2022-01-11 02:23:31-10:00,-0.5907,0.3321,-0.8196,0,0,33,110.43,0.0045,0.0052,0.0083,7
2022-01-11 02:24:31-10:00,-0.48,0.555,0.2081,0,0,28.2,196.36,0.3497,0.1563,0.4521,0
2022-01-11 02:25:31-10:00,-0.1346,0.2874,0.7125,0,0,31.9,163.09,0.005,0.0079,0.0071,5
2022-01-11 02:26:31-10:00,-0.5184,-0.3266,-0.2022,14,0,28.4,145.14,0.4033,0.2477,0.5756,74
2022-01-11 02:27:31-10:00,-0.2827,0.5305,-0.0057,23,0,28.3,169.47,0.4447,0.323,0.3887,220
2022-01-11 02:28:31-10:00,-0.6458,-0.4158,-0.0727,0,0,33.8,43.24,0.0067,0.0052,0.0085,0
2022-01-11 02:29:31-10:00,0.0869,0.4569,-0.6384,0,0,31.9,38.82,0.0075,0.0052,0.007,0
2022-01-11 02:30:31-10:00,-0.5604,0.8969,-0.5655,0,0,33.3,42.18,0.0045,0.0052,0.0083,5
2022-01-11 02:31:31-10:00,0.7105,-0.0282,0.8126,0,0,17.4,116.99,0.0045,0.0052,0.0067,3
2022-01-11 02:32:31-10:00,0.3907,0.0493,0.7487,0,0,30.7,168.16,0.2905,0.1277,0.2136,8
2022-01-11 02:33:31-10:00,0.5946,0.9914,-0.4484,38,0,31.4,129.11,0.7322,0.2976,0.5234,68
2022-01-11 02:34:31-10:00,0.8937,0.1468,-0.0967,0,0,27.5,759.54,0.2733,0.635,0.2668,8
2022-01-11 02:35:31-10:00,-0.0443,0.5688,-0.7226,0,0,34.4,136.23,0.0045,0.0052,0.0084,0
2022-01-11 02:36:31-10:00,-0.8058,0.6335,0.0789,0,0,24.3,833.94,0.3255,0.1601,0.2398,6
2022-01-11 02:37:31-10:00,-0.0292,0.6812,-0.6915,0,0,32.8,113.03,0.0075,0.0052,0.0084,0
2022-01-11 02:38:31-10:00,-0.4191,-0.0756,0.9426,0,0,34.7,153.42,0.0073,0.0052,0.0087,1
2022-01-11 02:39:31-10:00,-0.6867,0.2217,0.172,0,0,27.9,724.15,0.428,0.63,0.226,1
2022-01-11 02:40:31-10:00,0.4467,-0.4422,0.1251,0,0,27.7,616.77,0.1699,0.6871,0.2428,1
2022-01-11 02:41:31-10:00,-0.0239,-0.4041,-0.2483,27,0,30.6,183.9,0.2698,0.2078,0.2189,72
2022-01-11 02:42:31-10:00,0.4176,0.2296,0.815,0,0,28.4,42.74,0.0997,0.007,0.0071,7
2022-01-11 02:43:31-10:00,-0.6572,0.0289,0.4635,0,0,29.2,409.11,0.1095,0.292,0.5597,10
2022-01-11 02:44:31-10:00,0.4252,0.5829,0.0248,777,0,30.6,861.85,0.3279,0.4272,0.1065,1
2022-01-11 02:45:31-10:00,0.8755,0.1609,-0.1549,0,0,27.8,227.32,0.3407,0.3602,0.4143,3
2022-01-11 02:46:31-10:00,0.8316,0.4958,0.7859,0,0,28.6,73.31,0.0054,0.0052,0.0081,3
2022-01-11 02:47:31-10:00,0.7032,-0.031,0.7838,0,0,18.8,132.18,0.0078,0.0052,0.0084,5
2022-01-11 02:48:31-10:00,0.7368,-0.045,0.7915,0,0,18.4,123.84,0.0045,0.0052,0.0087,6
2022-01-11 02:49:31-10:00,0.7334,-0.0342,0.7593,0,0,16.2,138.1,0.0045,0.0052,0.0088,2
2022-01-11 02:50:31-10:00,-0.5144,0.1105,-0.0801,0,0,29,403.55,0.485,0.5757,0.5266,0
2022-01-11 02:51:31-10:00,-0.1933,-0.0508,-0.0981,0,0,30.3,262.76,0.5045,0.2767,0.5222,0
2022-01-11 02:52:31-10:00,-0.6801,-0.3228,-0.6881,21,0,31.7,175.56,0.3778,0.4223,0.0593,151
2022-01-11 02:53:31-10:00,-0.2731,-0.1551,0.0914,0,0,26.3,1182.64,0.3507,0.4031,0.1676,1
2022-01-11 02:54:31-10:00,0.8165,0.9769,-0.4257,65,0,31.6,148.13,0.4012,0.0573,0.2525,144
2022-01-11 02:55:31-10:00,0.46,-0.3378,-0.4873,23,0,30.2,174.43,0.3444,0.039,0.2463,30
2022-01-11 02:56:31-10:00,0.6591,0.0031,0.7696,0,0,17.6,116.32,0.0045,0.0052,0.0086,8
2022-01-11 02:57:31-10:00,-0.4897,-0.5794,-0.2445,0,0,35.2,33.85,0.0045,0.0073,0.0086,5
2022-01-11 02:58:31-10:00,0.4927,0.7069,0.8974,0,0,32.4,151.29,0.005,0.0052,0.0087,0
2022-01-11 02:59:31-10:00,-0.7665,0.222,0.3679,0,0,34,569.68,0.3645,0.145,0.2292,0
2022-01-11 03:00:31-10:00,-0.4803,-0.2881,0.0426,18,0,31.5,152.86,0.048,0.2492,0.2781,158
2022-01-11 03:01:31-10:00,0.065,-0.0274,-0.4999,0,0,33.7,42.33,0.0064,0.0052,0.0084,3
2022-01-11 03:02:31-10:00,-0.8716,0.224,-0.3315,0,0,32.9,107.49,0.0045,0.0083,0.0081,0
2022-01-11 03:03:31-10:00,-0.2765,0.5732,-0.2009,0,0,27.4,148.07,0.127,0.3228,0.3983,2
2022-01-11 03:04:31-10:00,-0.4695,-0.2869,-0.1946,0,0,28.1,1117.39,0.3121,0.431,0.3138,2
2022-01-11 03:05:31-10:00,0.9814,-0.0102,0.1333,0,0,31.5,224.7,0.4053,0.315,0.3912,0
2022-01-11 03:06:31-10:00,0.6851,-0.0196,-0.6236,0,0,33.8,94.21,0.0045,0.0052,0.0081,5
2022-01-11 03:07:31-10:00,0.6768,0.2163,-0.728,0,0,28.2,51.38,0.009,0.0053,0.0091,9
2022-01-11 03:08:31-10:00,-0.5904,0.5336,0.052,0,0,30.7,824.22,0.3798,0.5086,0.3654,3
2022-01-11 03:09:31-10:00,0.8069,-0.0537,-0.6601,0,0,34.1,55.78,0.0093,0.0052,0.0091,4
2022-01-11 03:10:31-10:00,-0.4705,-0.3458,-0.6957,99,0,32,146.75,0.5725,0.3159,0.4142,68
2022-01-11 03:11:31-10:00,-0.832,-0.1526,0.9288,0,0,35.5,119.65,0.0075,0.0052,0.0084,0
2022-01-11 03:12:31-10:00,-0.4968,-0.4685,-0.2624,7,0,26,176.43,0.1312,0.2209,0.3521,4
2022-01-11 03:13:31-10:00,-0.879,0.2352,0.2769,0,0,28.6,1266.8,0.1834,0.5893,0.1505,3
2022-01-11 03:14:31-10:00,0.8583,-0.4605,-0.5224,0,0,28.9,166.67,0.32,0.0411,0.0079,4
2022-01-11 03:15:31-10:00,-0.7865,0.4815,-0.0508,0,0,28.8,746.4,0.6715,0.5091,0.4514,0
2022-01-11 03:16:31-10:00,0.7029,-0.0423,0.7926,0,0,17.3,128.07,0.0045,0.0052,0.0082,0
2022-01-11 03:17:31-10:00,-0.7038,-0.724,0.2151,0,0,29.3,1065.24,0.3492,0.7283,0.291,0
2022-01-11 03:18:31-10:00,-0.3441,-0.4153,0.0431,0,0,29.2,1125.98,0.5111,0.6431,0.357,2
2022-01-11 03:19:31-10:00,-0.6054,0.1526,-0.3249,0,0,28.7,103.7,0.0045,0.0357,0.0083,0
2022-01-11 03:20:31-10:00,-0.4716,0.4233,0.3327,16,0,31.3,176.19,0.5187,0.0425,0.3966,196
