Device Type,GENEActiv           ,,,,,,,,,,
2022-01-18 01:48:31-10:00,0.8048,0.277,0.0219,0,0,28.4,190.82,0.6503,0.4126,0.4895,59
2022-01-18 01:49:31-10:00,-0.2481,0.8875,-0.931,24,0,34.2,116.97,0.1566,0.032,0.0556,182
2022-01-18 01:50:31-10:00,-0.5955,0.2256,-0.581,0,0,31,66.94,0.0045,0.0065,0.0746,5
2022-01-18 01:51:31-10:00,0.2274,0.6093,-0.2043,60,0,27.3,228.17,0.325,0.2176,0.3599,327
2022-01-18 01:52:31-10:00,0.4148,0.9109,-0.5196,0,0,34.4,165.48,0.0549,0.0052,0.0592,3
2022-01-18 01:53:31-10:00,-0.5122,-0.1899,0.0775,0,0,29.3,439.55,0.4592,0.4553,0.4578,6
2022-01-18 01:54:31-10:00,0.6692,-0.0385,0.8082,0,0,17.1,121.53,0.0045,0.0052,0.0086,3
2022-01-18 01:55:31-10:00,0.74,-0.0159,0.7388,0,0,16.1,148.53,0.0045,0.0052,0.0083,0
2022-01-18 01:56:31-10:00,0.8881,-0.6711,0.2189,0,0,28.6,38.27,0.0231,0.0076,0.3806,4
2022-01-18 01:57:31-10:00,-0.8125,0.6775,-0.1183,0,0,34,92.74,0.2644,0.3332,0.1896,0
2022-01-18 01:58:31-10:00,0.6958,0.0044,0.7916,0,0,18.4,122,0.0045,0.0052,0.0069,5
2022-01-18 01:59:31-10:00,0.7062,-0.1348,-0.2505,0,0,31.8,139.96,0.0085,0.0052,0.0075,3
2022-01-18 02:00:31-10:00,0.203,-0.0123,0.9945,0,0,34,183.25,0.0087,0.0052,0.0101,5
2022-01-18 02:01:31-10:00,-0.2155,0.4703,-0.8065,0,0,30,37.79,0.2265,0.0245,0.0195,6
2022-01-18 02:02:31-10:00,-0.4445,0.8435,-0.8307,21,0,30.7,144.06,0.1367,0.046,0.1465,182
2022-01-18 02:03:31-10:00,0.8197,0.5337,-0.1872,0,0,28.2,828.14,0.3597,0.0285,0.4379,1
2022-01-18 02:04:31-10:00,0.7174,-0.005,0.7734,0,0,33.5,100.38,0.0045,0.0052,0.0084,4
2022-01-18 02:05:31-10:00,-0.5685,0.6589,-0.2231,0,0,30.1,524.44,0.4099,0.2734,0.2978,1
2022-01-18 02:06:31-10:00,0.8018,0.5325,-0.1471,0,0,28.3,180.94,0.4323,0.3307,0.2836,2
2022-01-18 02:07:31-10:00,0.8218,0.4727,0.2877,0,0,28.2,639.26,0.4324,0.3466,0.4399,3
2022-01-18 02:08:31-10:00,0.6909,-0.0507,0.7917,0,0,16,124.65,0.0045,0.0052,0.0088,7
2022-01-18 02:09:31-10:00,0.9173,-0.107,-0.8168,0,0,33.5,29.63,0.0045,0.0085,0.044,1
2022-01-18 02:10:31-10:00,-0.8231,0.6205,-0.64,0,0,35,47.55,0.0045,0.0052,0.0083,0
2022-01-18 02:11:31-10:00,-0.5926,0.1533,-0.2421,0,0,28.4,597.38,0.4291,0.3738,0.5607,924
2022-01-18 02:12:31-10:00,0.0453,0.293,-0.6161,0,0,33.2,180.92,0.0067,0.0052,0.0079,0
2022-01-18 02:13:31-10:00,0.4892,0.9548,-0.8084,0,0,34.1,147.01,0.0045,0.0052,0.0084,4
2022-01-18 02:14:31-10:00,-0.7572,0.6098,0.364,0,0,27.9,361.39,0.3047,0.464,0.2288,0
2022-01-18 02:15:31-10:00,0.6923,-0.0146,0.0448,0,0,33.6,100.46,0.0045,0.0052,0.0081,2
2022-01-18 02:16:31-10:00,-0.745,0.2048,-0.8562,0,0,33.4,35.96,0.0098,0.0052,0.0082,0
2022-01-18 02:17:31-10:00,0.5154,0.2659,-0.3877,67,0,31.5,326.75,0.6314,0.4869,0.2805,67
2022-01-18 02:18:31-10:00,0.5554,0.5888,-0.4419,71,0,30.9,221.1,0.0488,0.2641,0.1935,61
2022-01-18 02:19:31-10:00,-0.3766,0.7914,-0.1849,17,0,32.1,238.98,0.5199,0.2195,0.5184,46
2022-01-18 02:20:31-10:00,-0.4322,-0.3076,0.839,0,0,32.2,137.87,0.0045,0.0052,0.0083,1
2022-01-18 02:21:31-10:00,0.6604,-0.0072,-0.5537,0,0,34.9,115.2,0.0067,0.0052,0.0083,3
2022-01-18 02:22:31-10:00,0.2891,0.4311,0.225,11,0,31.3,162.97,0.631,0.4206,0.3814,52
2022-01-18 02:23:31-10:00,0.6391,-0.1261,-0.5007,73,0,31.3,174.63,0.4768,0.3468,0.1785,50
2022-01-18 02:24:31-10:00,-0.4335,0.4515,0.4064,0,0,31,130.64,0.0074,0.0052,0.0118,0
2022-01-18 02:25:31-10:00,-0.7125,0.2398,0.045,0,0,34.4,67.12,0.0045,0.0074,0.0085,4
2022-01-18 02:26:31-10:00,-0.7238,-0.6251,-0.8263,0,0,33.3,42.95,0.0045,0.0052,0.0073,0
2022-01-18 02:27:31-10:00,-0.6378,-0.0537,0.7839,0,0,31.3,146.38,0.0045,0.0052,0.0084,2
2022-01-18 02:28:31-10:00,0.0718,0.1768,-0.1133,0,0,25.1,644.61,0.3667,0.5723,0.3397,3
2022-01-18 02:29:31-10:00,0.6616,-0.0619,-0.6692,0,0,34.8,195.62,0.0072,0.0052,0.0086,8
2022-01-18 02:30:31-10:00,0.7229,-0.0341,0.7761,0,0,16.3,114.4,0.0045,0.0052,0.0083,2
2022-01-18 02:31:31-10:00,-0.8182,0.5426,0.9134,0,0,31.1,173.57,0.3588,0.215,0.2699,8
2022-01-18 02:32:31-10:00,0.2153,-0.3782,-0.752,0,0,31.7,118.29,0.0045,0.0052,0.0078,3
2022-01-18 02:33:31-10:00,0.5543,-0.0071,0.8029,0,0,36.2,89.54,0.0045,0.0052,0.0084,1
2022-01-18 02:34:31-10:00,0.3262,0.6538,-0.8314,0,0,33.2,166.67,0.0092,0.0052,0.0083,8
2022-01-18 02:35:31-10:00,-0.4357,-0.0205,0.7765,0,0,34.5,161.77,0.0101,0.0052,0.009,2
2022-01-18 02:36:31-10:00,-0.6037,0.4672,-0.1026,24,0,31.1,156.34,0.4862,0.345,0.4317,48
2022-01-18 02:37:31-10:00,0.1797,0.6108,0.4226,0,0,31.9,216.24,0.2317,0.109,0.2842,0
2022-01-18 02:38:31-10:00,0.7213,-0.0369,0.7699,0,0,16.3,115.81,0.0045,0.0052,0.0085,8
2022-01-18 02:39:31-10:00,0.7117,0.4953,-0.665,0,0,32.8,35.33,0.0045,0.0052,0.0084,5
2022-01-18 02:40:31-10:00,-0.1497,0.1901,-0.0107,0,0,27.3,314.61,0.2174,0.7234,0.4136,3
2022-01-18 02:41:31-10:00,0.7157,-0.0097,-0.8704,0,0,33.1,112.16,0.0045,0.0052,0.0083,5
2022-01-18 02:42:31-10:00,0.0646,-0.0959,-0.543,24,0,30.9,168.41,0.3171,0.1098,0.0831,214
2022-01-18 02:43:31-10:00,-0.2896,0.0873,0.8475,0,0,33.2,49.42,0.0088,0.0052,0.0079,0
2022-01-18 02:44:31-10:00,0.4855,1.0051,-0.5007,13,0,29.6,181.05,0.3921,0.0413,0.1017,150
2022-01-18 02:45:31-10:00,0.8117,0.2676,-0.3357,0,0,27.8,206.18,0.3677,0.5598,0.3736,4
2022-01-18 02:46:31-10:00,0.5167,-0.1712,-0.8877,45,0,32.1,167.91,0.0629,0.0572,0.2302,233
2022-01-18 02:47:31-10:00,0.7113,0.3029,-0.7258,0,0,32.6,170.91,0.3515,0.5065,0.0555,6
2022-01-18 02:48:31-10:00,0.2422,0.7501,-0.5387,44,0,33.7,132.29,0.2679,0.0339,0.1271,153
2022-01-18 02:49:31-10:00,0.6462,0.5829,-0.7842,0,0,30.9,162.47,0.3396,0.1521,0.3792,168
2022-01-18 02:50:31-10:00,0.3243,-0.3392,-0.8474,0,0,33.2,109.43,0.0103,0.0052,0.0083,1
2022-01-18 02:51:31-10:00,-0.1251,-0.6302,-0.215,14,0,28.8,229.64,0.4602,0.4094,0.3597,1
2022-01-18 02:52:31-10:00,-0.8878,0.4925,0.1267,0,0,25.9,211.25,0.3807,0.5957,0.2455,0
2022-01-18 02:53:31-10:00,0.5772,0.2567,0.8017,0,0,33,289.63,0.487,0.2326,0.1187,5
2022-01-18 02:54:31-10:00,0.608,0.2945,-0.0713,0,0,28.8,188.65,0.3201,0.2427,0.3407,1
2022-01-18 02:55:31-10:00,0.7271,-0.5028,0.8506,0,0,31.5,73.93,0.0045,0.0052,0.0095,0
2022-01-18 02:56:31-10:00,-0.5919,-0.3597,-0.7983,0,0,33.3,95.37,0.0045,0.0052,0.0086,2
2022-01-18 02:57:31-10:00,0.9518,0.1029,-0.7878,0,0,32.8,1714.06,0.1636,0.3022,0.3856,1
2022-01-18 02:58:31-10:00,-0.2256,0.2424,-0.2684,25,0,31,166.53,0.3702,0.2108,0.4807,48
2022-01-18 02:59:31-10:00,-0.5352,0.1601,-0.5884,0,0,35.6,170.61,0.0086,0.0052,0.0084,0
2022-01-18 03:00:31-10:00,-0.4266,0.5878,0.7847,0,0,33.6,48.25,0.0045,0.0053,0.0083,5
2022-01-18 03:01:31-10:00,-0.7038,0.2069,-0.7474,0,0,34.6,33.92,0.0072,0.0088,0.0084,2
2022-01-18 03:02:31-10:00,0.9097,0.4571,0.176,0,0,30.4,395.76,0.2311,0.2787,0.3495,396
2022-01-18 03:03:31-10:00,-0.3144,0.2108,0.2862,0,0,33.7,278.19,0.0751,0.1418,0.1123,760
2022-01-18 03:04:31-10:00,-0.5791,-0.1387,-0.3784,15,0,29.6,212.87,0.1804,0.2744,0.5243,6
2022-01-18 03:05:31-10:00,0.1132,-0.2851,-0.5776,39,0,30.5,129.27,0.1682,0.1759,0.2916,216
2022-01-18 03:06:31-10:00,-0.9373,0.5155,-0.7793,44,0,30.4,229.28,0.3466,0.1026,0.0801,206
2022-01-18 03:07:31-10:00,0.9699,0.6046,0.1857,0,0,27.9,1019.86,0.4063,0.5065,0.4998,0
2022-01-18 03:08:31-10:00,0.9108,0.1567,-0.1428,0,0,29.7,176.1,0.132,0.103,0.0084,0
2022-01-18 03:09:31-10:00,-0.8151,0.5105,-0.2243,30,0,28.9,169.28,0.3329,0.4198,0.5001,181
2022-01-18 03:10:31-10:00,0.7025,-0.0035,0.7893,0,0,20,127.46,0.0045,0.0052,0.0086,5
2022-01-18 03:11:31-10:00,-0.7191,0.6442,-0.363,36,0,30.9,181.56,0.3272,0.043,0.2101,150
2022-01-18 03:12:31-10:00,0.1382,0.6386,0.5348,0,0,34.5,77.77,0.0045,0.0052,0.0084,5
2022-01-18 03:13:31-10:00,-0.5718,-0.034,-0.636,0,0,18.3,128.78,0.0102,0.0054,0.0091,0
2022-01-18 03:14:31-10:00,0.6452,0.6607,-0.8396,0,0,32.5,174.72,0.0105,0.0052,0.0111,6
2022-01-18 03:15:31-10:00,0.2337,0.9384,-0.7832,103,0,31,191.56,0.1571,0.1459,0.2417,226
2022-01-18 03:16:31-10:00,0.5416,-0.2392,-0.0436,0,0,28.4,281.71,0.2034,0.2695,0.2555,294
2022-01-18 03:17:31-10:00,0.0851,0.7037,-0.1168,21,0,33.8,166.53,0.4104,0.2613,0.4808,567
2022-01-18 03:18:31-10:00,-0.4945,0.5076,0.413,19,0,31.8,216.61,0.2027,0.2866,0.216,54
2022-01-18 03:19:31-10:00,-0.5364,0.301,-0.7916,0,0,33.6,38.26,0.0045,0.0052,0.0087,5
2022-01-18 03:20:31-10:00,0.4979,0.1795,-0.1173,33,0,25.3,148.17,0.4232,0.1581,0.217,344
